2015-04-01	187.589996
2015-04-02	191.0
2015-04-06	203.100006
2015-04-07	203.25
2015-04-08	207.669998
2015-04-09	210.089996
2015-04-10	210.899994
2015-04-13	209.779999
2015-04-14	207.460007
2015-04-15	207.830002
2015-04-16	206.699997
2015-04-17	206.789993
2015-04-20	205.270004
2015-04-21	209.410004
2015-04-22	219.440002
2015-04-23	218.600006
2015-04-24	218.429993
2015-04-27	231.550003
2015-04-28	230.479996
2015-04-29	232.449997
2015-04-30	226.050003
2015-05-01	226.029999
2015-05-04	230.509995
2015-05-05	232.949997
2015-05-06	230.429993
2015-05-07	236.800003
2015-05-08	236.610001
2015-05-11	239.490005
2015-05-12	244.740005
2015-05-13	243.179993
2015-05-14	244.100006
2015-05-15	248.839996
2015-05-18	248.75
2015-05-19	247.139999
2015-05-20	244.350006
2015-05-21	245.619995
2015-05-22	247.729996
2015-05-26	247.460007
2015-05-27	247.429993
2015-05-28	251.449997
2015-05-29	250.800003
2015-06-01	249.449997
2015-06-02	248.350006
2015-06-03	248.990005
2015-06-04	245.919998
2015-06-05	249.139999
2015-06-08	256.290009
2015-06-09	256.0
2015-06-10	250.699997
2015-06-11	251.410004
2015-06-12	250.690002
2015-06-15	250.380005
2015-06-16	253.119995
2015-06-17	260.410004
2015-06-18	261.890015
2015-06-19	262.51001
2015-06-22	259.790009
2015-06-23	267.670013
2015-06-24	265.170013
2015-06-25	268.790009
2015-06-26	267.089996
2015-06-29	262.019989
2015-06-30	268.26001
2015-07-01	269.149994
2015-07-02	280.019989
2015-07-06	279.720001
2015-07-07	267.880005
2015-07-08	254.960007
2015-07-09	257.920013
2015-07-10	259.149994
2015-07-13	262.160004
2015-07-14	265.649994
2015-07-15	263.140015
2015-07-16	266.679993
2015-07-17	274.660004
2015-07-20	282.26001
2015-07-21	266.769989
2015-07-22	267.869995
2015-07-23	267.200012
2015-07-24	265.410004
2015-07-27	253.009995
2015-07-28	264.820007
2015-07-29	263.820007
2015-07-30	266.790009
2015-07-31	266.149994
2015-08-03	259.98999
2015-08-04	266.279999
2015-08-05	270.130005
2015-08-06	246.130005
2015-08-07	242.509995
2015-08-10	241.139999
2015-08-11	237.369995
2015-08-12	238.169998
2015-08-13	242.509995
2015-08-14	243.149994
2015-08-17	254.990005
2015-08-18	260.720001
2015-08-19	255.25
2015-08-20	242.179993
2015-08-21	230.770004
2015-08-24	218.869995
2015-08-25	220.029999
2015-08-26	224.839996
2015-08-27	242.990005
2015-08-28	248.479996
2015-08-31	249.059998
2015-09-01	238.630005
2015-09-02	247.690002
2015-09-03	245.570007
2015-09-04	241.929993
2015-09-08	248.169998
2015-09-09	248.910004
2015-09-10	248.479996
2015-09-11	250.240005
2015-09-14	253.190002
2015-09-15	253.570007
2015-09-16	262.25
2015-09-17	262.070007
2015-09-18	260.619995
2015-09-21	264.200012
2015-09-22	260.940002
2015-09-23	261.059998
2015-09-24	263.119995
2015-09-25	256.910004
2015-09-28	248.429993
2015-09-29	246.649994
2015-09-30	248.399994
2015-10-01	239.880005
2015-10-02	247.570007
2015-10-05	246.149994
2015-10-06	241.460007
2015-10-07	231.960007
2015-10-08	226.720001
2015-10-09	220.690002
2015-10-12	215.580002
2015-10-13	219.25
2015-10-14	216.880005
2015-10-15	221.309998
2015-10-16	227.009995
2015-10-19	228.100006
2015-10-20	213.029999
2015-10-21	210.089996
2015-10-22	211.720001
2015-10-23	209.089996
2015-10-26	215.259995
2015-10-27	210.350006
2015-10-28	212.960007
2015-10-29	211.630005
2015-10-30	206.929993
2015-11-02	213.789993
2015-11-03	208.350006
2015-11-04	231.630005
2015-11-05	231.770004
2015-11-06	232.360001
2015-11-09	225.330002
2015-11-10	216.5
2015-11-11	219.080002
2015-11-12	212.940002
2015-11-13	207.190002
2015-11-16	214.309998
2015-11-17	214.0
2015-11-18	221.070007
2015-11-19	221.800003
2015-11-20	220.009995
2015-11-23	217.75
2015-11-24	218.25
2015-11-25	229.639999
2015-11-27	231.610001
2015-11-30	230.259995
2015-12-01	237.190002
2015-12-02	231.990005
2015-12-03	232.710007
2015-12-04	230.380005
2015-12-07	231.130005
2015-12-08	226.720001
2015-12-09	224.520004
2015-12-10	227.070007
2015-12-11	217.020004
2015-12-14	218.580002
2015-12-15	221.089996
2015-12-16	234.509995
2015-12-17	233.389999
2015-12-18	230.460007
2015-12-21	232.559998
2015-12-22	229.949997
2015-12-23	229.699997
2015-12-24	230.570007
2015-12-28	228.949997
2015-12-29	237.190002
2015-12-30	238.089996
2015-12-31	240.009995
2016-01-04	223.410004
2016-01-05	223.429993
2016-01-06	219.039993
2016-01-07	215.649994
2016-01-08	211.0
2016-01-11	207.850006
2016-01-12	209.970001
2016-01-13	200.309998
2016-01-14	206.179993
2016-01-15	204.990005
2016-01-19	204.720001
2016-01-20	198.699997
2016-01-21	199.970001
2016-01-22	202.550003
2016-01-25	196.380005
2016-01-26	193.559998
2016-01-27	188.070007
2016-01-28	189.699997
2016-01-29	191.199997
2016-02-01	196.940002
2016-02-02	182.779999
2016-02-03	173.479996
2016-02-04	175.330002
2016-02-05	162.600006
2016-02-08	147.990005
2016-02-09	148.25
2016-02-10	143.669998
2016-02-11	150.470001
2016-02-12	151.039993
2016-02-16	155.169998
2016-02-17	168.679993
2016-02-18	166.770004
2016-02-19	166.580002
2016-02-22	177.740005
2016-02-23	177.210007
2016-02-24	179.0
2016-02-25	187.429993
2016-02-26	190.339996
2016-02-29	191.929993
2016-03-01	186.350006
2016-03-02	188.339996
2016-03-03	195.740005
2016-03-04	201.039993
2016-03-07	205.289993
2016-03-08	202.600006
2016-03-09	208.720001
2016-03-10	205.179993
2016-03-11	207.5
2016-03-14	215.149994
2016-03-15	218.339996
2016-03-16	221.929993
2016-03-17	226.380005
2016-03-18	232.740005
2016-03-21	238.320007
2016-03-22	234.240005
2016-03-23	222.580002
2016-03-24	227.75
2016-03-28	230.259995
2016-03-29	230.130005
2016-03-30	226.889999
2016-03-31	229.770004
2016-04-01	237.589996
2016-04-04	246.990005
2016-04-05	255.470001
2016-04-06	265.420013
2016-04-07	257.200012
2016-04-08	250.070007
2016-04-11	249.919998
2016-04-12	247.820007
2016-04-13	254.529999
2016-04-14	251.860001
2016-04-15	254.509995
2016-04-18	253.880005
2016-04-19	247.369995
2016-04-20	249.970001
2016-04-21	248.289993
2016-04-22	253.75
2016-04-25	251.820007
2016-04-26	253.740005
2016-04-27	251.470001
2016-04-28	247.710007
2016-04-29	240.759995
2016-05-02	241.800003
2016-05-03	232.320007
2016-05-04	222.559998
2016-05-05	211.529999
2016-05-06	214.929993
2016-05-09	208.919998
2016-05-10	208.690002
2016-05-11	208.960007
2016-05-12	207.279999
2016-05-13	207.610001
2016-05-16	208.289993
2016-05-17	204.660004
2016-05-18	211.169998
2016-05-19	215.210007
2016-05-20	220.279999
2016-05-23	216.220001
2016-05-24	217.910004
2016-05-25	219.580002
2016-05-26	225.119995
2016-05-27	223.039993
2016-05-31	223.229996
2016-06-01	219.559998
2016-06-02	218.960007
2016-06-03	218.990005
2016-06-06	220.679993
2016-06-07	232.339996
2016-06-08	235.520004
2016-06-09	229.360001
2016-06-10	218.789993
2016-06-13	217.869995
2016-06-14	214.960007
2016-06-15	217.699997
2016-06-16	217.929993
2016-06-17	215.470001
2016-06-20	219.699997
2016-06-21	219.610001
2016-06-22	196.660004
2016-06-23	196.399994
2016-06-24	193.149994
2016-06-27	198.550003
2016-06-28	201.789993
2016-06-29	210.190002
2016-06-30	212.279999
2016-07-01	216.5
2016-07-05	213.979996
2016-07-06	214.440002
2016-07-07	215.940002
2016-07-08	216.779999
2016-07-11	224.779999
2016-07-12	224.649994
2016-07-13	222.529999
2016-07-14	221.529999
2016-07-15	220.399994
2016-07-18	226.25
2016-07-19	225.259995
2016-07-20	228.360001
2016-07-21	220.5
2016-07-22	222.270004
2016-07-25	230.009995
2016-07-26	229.509995
2016-07-27	228.490005
2016-07-28	230.610001
2016-07-29	234.789993
2016-08-01	230.009995
2016-08-02	227.199997
2016-08-03	225.789993
2016-08-04	230.610001
2016-08-05	230.029999
2016-08-08	226.160004
2016-08-09	229.080002
2016-08-10	225.649994
2016-08-11	224.910004
2016-08-12	225.610001
2016-08-15	225.589996
2016-08-16	223.610001
2016-08-17	223.240005
2016-08-18	223.509995
2016-08-19	225.0
2016-08-22	222.929993
2016-08-23	224.839996
2016-08-24	222.619995
2016-08-25	220.960007
2016-08-26	219.990005
2016-08-29	215.199997
2016-08-30	211.339996
2016-08-31	212.009995
2016-09-01	200.770004
2016-09-02	197.779999
2016-09-06	202.830002
2016-09-07	201.710007
2016-09-08	197.360001
2016-09-09	194.470001
2016-09-12	198.300003
2016-09-13	196.050003
2016-09-14	196.410004
2016-09-15	200.419998
2016-09-16	205.399994
2016-09-19	206.339996
2016-09-20	204.639999
2016-09-21	205.220001
2016-09-22	206.429993
2016-09-23	207.449997
2016-09-26	208.990005
2016-09-27	205.809998
2016-09-28	206.270004
2016-09-29	200.699997
2016-09-30	204.029999
2016-10-03	213.699997
2016-10-04	211.410004
2016-10-05	208.460007
2016-10-06	201.0
2016-10-07	196.610001
2016-10-10	200.949997
2016-10-11	200.100006
2016-10-12	201.509995
2016-10-13	200.240005
2016-10-14	196.509995
2016-10-17	193.960007
2016-10-18	199.100006
2016-10-19	203.559998
2016-10-20	199.100006
2016-10-21	200.089996
2016-10-24	202.759995
2016-10-25	202.339996
2016-10-26	202.240005
2016-10-27	204.009995
2016-10-28	199.970001
2016-10-31	197.729996
2016-11-01	190.789993
2016-11-02	188.020004
2016-11-03	187.419998
2016-11-04	190.559998
2016-11-07	193.210007
2016-11-08	194.940002
2016-11-09	190.059998
2016-11-10	185.350006
2016-11-11	188.559998
2016-11-14	181.449997
2016-11-15	183.770004
2016-11-16	183.929993
2016-11-17	188.660004
2016-11-18	185.020004
2016-11-21	184.520004
2016-11-22	191.169998
2016-11-23	193.139999
2016-11-25	196.649994
2016-11-28	196.119995
2016-11-29	189.570007
2016-11-30	189.399994
2016-12-01	181.880005
2016-12-02	181.470001
2016-12-05	186.800003
2016-12-06	185.850006
2016-12-07	193.149994
2016-12-08	192.289993
2016-12-09	192.179993
2016-12-12	192.429993
2016-12-13	198.149994
2016-12-14	198.690002
2016-12-15	197.580002
2016-12-16	202.490005
2016-12-19	202.729996
2016-12-20	208.789993
2016-12-21	207.699997
2016-12-22	208.449997
2016-12-23	213.339996
2016-12-27	219.529999
2016-12-28	219.740005
2016-12-29	214.679993
2016-12-30	213.690002
2017-01-03	216.990005
2017-01-04	226.990005
2017-01-05	226.75
2017-01-06	229.009995
2017-01-09	231.279999
2017-01-10	229.869995
2017-01-11	229.729996
2017-01-12	229.589996
2017-01-13	237.75
2017-01-17	235.580002
2017-01-18	238.360001
2017-01-19	243.759995
2017-01-20	244.729996
2017-01-23	248.919998
2017-01-24	254.610001
2017-01-25	254.470001
2017-01-26	252.509995
2017-01-27	252.949997
2017-01-30	250.630005
2017-01-31	251.929993
2017-02-01	249.240005
2017-02-02	251.550003
2017-02-03	251.330002
2017-02-06	257.769989
2017-02-07	257.480011
2017-02-08	262.079987
2017-02-09	269.200012
2017-02-10	269.230011
2017-02-13	280.600006
2017-02-14	280.980011
2017-02-15	279.76001
2017-02-16	268.950012
2017-02-17	272.230011
2017-02-21	277.390015
2017-02-22	273.51001
2017-02-23	255.990005
2017-02-24	257.0
2017-02-27	246.229996
2017-02-28	249.990005
2017-03-01	250.020004
2017-03-02	250.479996
2017-03-03	251.570007
2017-03-06	251.210007
2017-03-07	248.589996
2017-03-08	246.869995
2017-03-09	244.899994
2017-03-10	243.690002
2017-03-13	246.169998
2017-03-14	258.0
2017-03-15	255.729996
2017-03-16	262.049988
2017-03-17	261.5
2017-03-20	261.920013
2017-03-21	250.679993
2017-03-22	255.009995
2017-03-23	254.779999
2017-03-24	263.160004
2017-03-27	270.220001
2017-03-28	277.450012
2017-03-29	277.380005
2017-03-30	277.920013
2017-03-31	278.299988
2017-04-03	298.519989
2017-04-04	303.700012
2017-04-05	295.0
2017-04-06	298.700012
2017-04-07	302.540009
2017-04-10	312.390015
2017-04-11	308.709991
2017-04-12	296.839996
2017-04-13	304.0
2017-04-17	301.440002
2017-04-18	300.25
2017-04-19	305.519989
2017-04-20	302.51001
2017-04-21	305.600006
2017-04-24	308.029999
2017-04-25	313.790009
2017-04-26	310.170013
2017-04-27	308.630005
2017-04-28	314.070007
2017-05-01	322.829987
2017-05-02	318.890015
2017-05-03	311.019989
2017-05-04	295.459991
2017-05-05	308.350006
2017-05-08	307.190002
2017-05-09	321.26001
2017-05-10	325.220001
2017-05-11	323.100006
2017-05-12	324.809998
2017-05-15	315.880005
2017-05-16	317.01001
2017-05-17	306.109985
2017-05-18	313.059998
2017-05-19	310.829987
2017-05-22	310.350006
2017-05-23	303.859985
2017-05-24	310.220001
2017-05-25	316.829987
2017-05-26	325.140015
2017-05-30	335.100006
2017-05-31	341.01001
2017-06-01	340.369995
2017-06-02	339.850006
2017-06-05	347.320007
2017-06-06	352.850006
2017-06-07	359.649994
2017-06-08	370.0
2017-06-09	357.320007
2017-06-12	359.01001
2017-06-13	375.950012
2017-06-14	380.660004
2017-06-15	375.339996
2017-06-16	371.399994
2017-06-19	369.799988
2017-06-20	372.23999
2017-06-21	376.399994
2017-06-22	382.609985
2017-06-23	383.450012
2017-06-26	377.48999
2017-06-27	362.369995
2017-06-28	371.23999
2017-06-29	360.75
2017-06-30	361.609985
2017-07-03	352.619995
2017-07-05	327.089996
2017-07-06	308.829987
2017-07-07	313.220001
2017-07-10	316.049988
2017-07-11	327.220001
2017-07-12	329.519989
2017-07-13	323.410004
2017-07-14	327.779999
2017-07-17	319.570007
2017-07-18	328.23999
2017-07-19	325.26001
2017-07-20	329.920013
2017-07-21	328.399994
2017-07-24	342.519989
2017-07-25	339.600006
2017-07-26	343.850006
2017-07-27	334.459991
2017-07-28	335.070007
2017-07-31	323.470001
2017-08-01	319.570007
2017-08-02	325.890015
2017-08-03	347.089996
2017-08-04	356.910004
2017-08-07	355.170013
2017-08-08	365.220001
2017-08-09	363.529999
2017-08-10	355.399994
2017-08-11	357.869995
2017-08-14	363.799988
2017-08-15	362.329987
2017-08-16	362.910004
2017-08-17	351.920013
2017-08-18	347.459991
2017-08-21	337.859985
2017-08-22	341.350006
2017-08-23	352.769989
2017-08-24	352.929993
2017-08-25	348.049988
2017-08-28	345.660004
2017-08-29	347.359985
2017-08-30	353.179993
2017-08-31	355.899994
2017-09-01	355.399994
2017-09-05	349.589996
2017-09-06	344.529999
2017-09-07	350.609985
2017-09-08	343.399994
2017-09-11	363.690002
2017-09-12	362.75
2017-09-13	366.230011
2017-09-14	377.640015
2017-09-15	379.809998
2017-09-18	385.0
2017-09-19	375.100006
2017-09-20	373.910004
2017-09-21	366.480011
2017-09-22	351.089996
2017-09-25	344.98999
2017-09-26	345.25
2017-09-27	340.970001
2017-09-28	339.600006
2017-09-29	341.100006
2017-10-02	341.529999
2017-10-03	348.140015
2017-10-04	355.01001
2017-10-05	355.329987
2017-10-06	356.880005
2017-10-09	342.940002
2017-10-10	355.589996
2017-10-11	354.600006
2017-10-12	355.679993
2017-10-13	355.570007
2017-10-16	350.600006
2017-10-17	355.75
2017-10-18	359.649994
2017-10-19	351.809998
2017-10-20	345.100006
2017-10-23	337.019989
2017-10-24	337.339996
2017-10-25	325.839996
2017-10-26	326.170013
2017-10-27	320.869995
2017-10-30	320.079987
2017-10-31	331.529999
2017-11-01	321.079987
2017-11-02	299.26001
2017-11-03	306.089996
2017-11-06	302.779999
2017-11-07	306.049988
2017-11-08	304.390015
2017-11-09	302.98999
2017-11-10	302.98999
2017-11-13	315.399994
2017-11-14	308.700012
2017-11-15	311.299988
2017-11-16	312.5
2017-11-17	315.049988
2017-11-20	308.73999
2017-11-21	317.809998
2017-11-22	312.600006
2017-11-24	315.549988
2017-11-27	316.809998
2017-11-28	317.549988
2017-11-29	307.540009
2017-11-30	308.850006
2017-12-01	306.529999
2017-12-04	305.200012
2017-12-05	303.700012
2017-12-06	313.26001
2017-12-07	311.23999
2017-12-08	315.130005
2017-12-11	328.910004
2017-12-12	341.029999
2017-12-13	339.029999
2017-12-14	337.890015
2017-12-15	343.450012
2017-12-18	338.869995
2017-12-19	331.100006
2017-12-20	328.980011
2017-12-21	331.660004
2017-12-22	325.200012
2017-12-26	317.290009
2017-12-27	311.640015
2017-12-28	315.359985
2017-12-29	311.350006
2018-01-02	320.529999
2018-01-03	317.25
2018-01-04	314.619995
2018-01-05	316.579987
2018-01-08	336.410004
2018-01-09	333.690002
2018-01-10	334.799988
2018-01-11	337.950012
2018-01-12	336.220001
2018-01-16	340.059998
2018-01-17	347.160004
2018-01-18	344.570007
2018-01-19	350.019989
2018-01-22	351.559998
2018-01-23	352.790009
2018-01-24	345.890015
2018-01-25	337.640015
2018-01-26	342.850006
2018-01-29	349.529999
2018-01-30	345.820007
2018-01-31	354.309998
2018-02-01	349.25
2018-02-02	343.75
2018-02-05	333.130005
2018-02-06	333.970001
2018-02-07	345.0
2018-02-08	315.230011
2018-02-09	310.420013
2018-02-12	315.730011
2018-02-13	323.660004
2018-02-14	322.309998
2018-02-15	334.070007
2018-02-16	335.48999
2018-02-20	334.769989
2018-02-21	333.299988
2018-02-22	346.170013
2018-02-23	352.049988
2018-02-26	357.420013
2018-02-27	350.98999
2018-02-28	343.059998
2018-03-01	330.929993
2018-03-02	335.119995
2018-03-05	333.350006
2018-03-06	328.200012
2018-03-07	332.299988
2018-03-08	329.100006
2018-03-09	327.170013
2018-03-12	345.51001
2018-03-13	341.839996
2018-03-14	326.630005
2018-03-15	325.600006
2018-03-16	321.350006
2018-03-19	313.559998
2018-03-20	310.549988
2018-03-21	316.529999
2018-03-22	309.100006
2018-03-23	301.540009
2018-03-26	304.179993
2018-03-27	279.179993
2018-03-28	257.779999
2018-03-29	266.130005
2018-04-02	252.479996
2018-04-03	267.529999
2018-04-04	286.940002
2018-04-05	305.720001
2018-04-06	299.299988
2018-04-09	289.660004
2018-04-10	304.700012
2018-04-11	300.929993
2018-04-12	294.079987
2018-04-13	300.339996
2018-04-16	291.209991
2018-04-17	287.690002
2018-04-18	293.350006
2018-04-19	300.079987
2018-04-20	290.23999
2018-04-23	283.369995
2018-04-24	283.459991
2018-04-25	280.690002
2018-04-26	285.480011
2018-04-27	294.079987
2018-04-30	293.899994
2018-05-01	299.920013
2018-05-02	301.149994
2018-05-03	284.450012
2018-05-04	294.089996
2018-05-07	302.769989
2018-05-08	301.970001
2018-05-09	306.850006
2018-05-10	305.019989
2018-05-11	301.059998
2018-05-14	291.970001
2018-05-15	284.179993
2018-05-16	286.480011
2018-05-17	284.540009
2018-05-18	276.820007
2018-05-21	284.48999
2018-05-22	275.01001
2018-05-23	279.070007
2018-05-24	277.850006
2018-05-25	278.850006
2018-05-29	283.76001
2018-05-30	291.720001
2018-05-31	284.730011
2018-06-01	291.820007
2018-06-04	296.73999
2018-06-05	291.130005
2018-06-06	319.5
2018-06-07	316.089996
2018-06-08	317.660004
2018-06-11	332.100006
2018-06-12	342.769989
2018-06-13	344.779999
2018-06-14	357.720001
2018-06-15	358.170013
2018-06-18	370.829987
2018-06-19	352.549988
2018-06-20	362.220001
2018-06-21	347.51001
2018-06-22	333.630005
2018-06-25	333.01001
2018-06-26	342.0
2018-06-27	344.5
2018-06-28	349.929993
2018-06-29	342.950012
2018-07-02	335.070007
2018-07-03	310.859985
2018-07-05	309.160004
2018-07-06	308.899994
2018-07-09	318.51001
2018-07-10	322.470001
2018-07-11	318.959991
2018-07-12	316.709991
2018-07-13	318.869995
2018-07-16	310.100006
2018-07-17	322.690002
2018-07-18	323.850006
2018-07-19	320.230011
2018-07-20	313.579987
2018-07-23	303.200012
2018-07-24	297.429993
2018-07-25	308.73999
2018-07-26	306.649994
2018-07-27	297.179993
2018-07-30	290.170013
2018-07-31	298.140015
2018-08-01	300.839996
2018-08-02	349.540009
2018-08-03	348.170013
2018-08-06	341.98999
2018-08-07	379.570007
2018-08-08	370.339996
2018-08-09	352.450012
2018-08-10	355.48999
2018-08-13	356.410004
2018-08-14	347.640015
2018-08-15	338.690002
2018-08-16	335.450012
2018-08-17	305.5
2018-08-20	308.440002
2018-08-21	321.899994
2018-08-22	321.640015
2018-08-23	320.100006
2018-08-24	322.820007
2018-08-27	319.269989
2018-08-28	311.859985
2018-08-29	305.01001
2018-08-30	303.149994
2018-08-31	301.660004
2018-09-04	288.950012
2018-09-05	280.73999
2018-09-06	280.950012
2018-09-07	263.23999
2018-09-10	285.5
2018-09-11	279.440002
2018-09-12	290.540009
2018-09-13	289.459991
2018-09-14	295.200012
2018-09-17	294.839996
2018-09-18	284.959991
2018-09-19	299.019989
2018-09-20	298.329987
2018-09-21	299.100006
2018-09-24	299.679993
2018-09-25	300.98999
2018-09-26	309.579987
2018-09-27	307.519989
2018-09-28	264.769989
2018-10-01	310.700012
2018-10-02	301.019989
2018-10-03	294.799988
2018-10-04	281.829987
2018-10-05	261.950012
2018-10-08	250.559998
2018-10-09	262.799988
2018-10-10	256.880005
2018-10-11	252.229996
2018-10-12	258.779999
2018-10-15	259.589996
2018-10-16	276.589996
2018-10-17	271.779999
2018-10-18	263.910004
2018-10-19	260.0
2018-10-22	260.950012
2018-10-23	294.140015
2018-10-24	288.5
2018-10-25	314.859985
2018-10-26	330.899994
2018-10-29	334.850006
2018-10-30	329.899994
2018-10-31	337.320007
2018-11-01	344.279999
2018-11-02	346.410004
2018-11-05	341.399994
2018-11-06	341.059998
2018-11-07	348.160004
2018-11-08	351.399994
2018-11-09	350.51001
2018-11-12	331.279999
2018-11-13	338.730011
2018-11-14	344.0
2018-11-15	348.440002
2018-11-16	354.309998
2018-11-19	353.470001
2018-11-20	347.48999
2018-11-21	338.190002
2018-11-23	325.829987
2018-11-26	346.0
2018-11-27	343.920013
2018-11-28	347.869995
2018-11-29	341.170013
2018-11-30	350.480011
2018-12-03	358.48999
2018-12-04	359.700012
2018-12-06	363.059998
2018-12-07	357.970001
2018-12-10	365.149994
2018-12-11	366.76001
2018-12-12	366.600006
2018-12-13	376.790009
2018-12-14	365.709991
2018-12-17	348.420013
2018-12-18	337.029999
2018-12-19	332.970001
2018-12-20	315.380005
2018-12-21	319.769989
2018-12-24	295.390015
2018-12-26	326.089996
2018-12-27	316.130005
2018-12-28	333.869995
2018-12-31	332.799988
2019-01-02	310.119995
2019-01-03	300.359985
2019-01-04	317.690002
2019-01-07	334.959991
2019-01-08	335.350006
2019-01-09	338.529999
2019-01-10	344.970001
2019-01-11	347.26001
2019-01-14	334.399994
2019-01-15	344.429993
2019-01-16	346.049988
2019-01-17	347.309998
2019-01-18	302.26001
2019-01-22	298.920013
2019-01-23	287.589996
2019-01-24	291.51001
2019-01-25	297.040009
2019-01-28	296.380005
2019-01-29	297.459991
2019-01-30	308.769989
2019-01-31	307.019989
2019-02-01	312.209991
2019-02-04	312.890015
2019-02-05	321.350006
2019-02-06	317.220001
2019-02-07	307.51001
2019-02-08	305.799988
2019-02-11	312.839996
2019-02-12	311.809998
2019-02-13	308.170013
2019-02-14	303.769989
2019-02-15	307.880005
2019-02-19	305.640015
2019-02-20	302.559998
2019-02-21	291.230011
2019-02-22	294.709991
2019-02-25	298.769989
2019-02-26	297.859985
2019-02-27	314.73999
2019-02-28	319.880005
2019-03-01	294.790009
2019-03-04	285.359985
2019-03-05	276.540009
2019-03-06	276.23999
2019-03-07	276.589996
2019-03-08	284.140015
2019-03-11	290.920013
2019-03-12	283.359985
2019-03-13	288.959991
2019-03-14	289.959991
2019-03-15	275.429993
2019-03-18	269.48999
2019-03-19	267.470001
2019-03-20	273.600006
2019-03-21	274.019989
2019-03-22	264.529999
2019-03-25	260.420013
2019-03-26	267.769989
2019-03-27	274.829987
2019-03-28	278.619995
2019-03-29	279.859985
2019-04-01	289.179993
2019-04-02	285.880005
2019-04-03	291.809998
2019-04-04	267.779999
2019-04-05	274.959991
2019-04-08	273.200012
2019-04-09	272.309998
2019-04-10	276.059998
2019-04-11	268.420013
2019-04-12	267.700012
2019-04-15	266.380005
2019-04-16	273.359985
2019-04-17	271.230011
2019-04-18	273.26001
2019-04-22	262.75
2019-04-23	263.899994
2019-04-24	258.660004
2019-04-25	247.630005
2019-04-26	235.139999
2019-04-29	241.470001
2019-04-30	238.690002
2019-05-01	234.009995
2019-05-02	244.100006
2019-05-03	255.029999
2019-05-06	255.339996
2019-05-07	247.059998
2019-05-08	244.839996
2019-05-09	241.979996
2019-05-10	239.520004
2019-05-13	227.009995
2019-05-14	232.309998
2019-05-15	231.949997
2019-05-16	228.330002
2019-05-17	211.029999
2019-05-20	205.360001
2019-05-21	205.080002
2019-05-22	192.729996
2019-05-23	195.490005
2019-05-24	190.630005
2019-05-28	188.699997
2019-05-29	189.860001
2019-05-30	188.220001
2019-05-31	185.160004
2019-06-03	178.970001
2019-06-04	193.600006
2019-06-05	196.589996
2019-06-06	205.949997
2019-06-07	204.5
2019-06-10	212.880005
2019-06-11	217.100006
2019-06-12	209.259995
2019-06-13	213.910004
2019-06-14	214.919998
2019-06-17	225.029999
2019-06-18	224.740005
2019-06-19	226.429993
2019-06-20	219.619995
2019-06-21	221.860001
2019-06-24	223.639999
2019-06-25	219.759995
2019-06-26	219.270004
2019-06-27	222.839996
2019-06-28	223.460007
2019-07-01	227.169998
2019-07-02	224.550003
2019-07-03	234.899994
2019-07-05	233.100006
2019-07-08	230.339996
2019-07-09	230.059998
2019-07-10	238.919998
2019-07-11	238.600006
2019-07-12	245.080002
2019-07-15	253.5
2019-07-16	252.380005
2019-07-17	254.860001
2019-07-18	253.539993
2019-07-19	258.179993
2019-07-22	255.679993
2019-07-23	260.170013
2019-07-24	264.880005
2019-07-25	228.820007
2019-07-26	228.039993
2019-07-29	235.770004
2019-07-30	242.259995
2019-07-31	241.610001
2019-08-01	233.850006
2019-08-02	234.339996
2019-08-05	228.320007
2019-08-06	230.75
2019-08-07	233.419998
2019-08-08	238.300003
2019-08-09	235.009995
2019-08-12	229.009995
2019-08-13	235.0
2019-08-14	219.619995
2019-08-15	215.639999
2019-08-16	219.940002
2019-08-19	226.830002
2019-08-20	225.860001
2019-08-21	220.830002
2019-08-22	222.149994
2019-08-23	211.399994
2019-08-26	215.0
2019-08-27	214.080002
2019-08-28	215.589996
2019-08-29	221.710007
2019-08-30	225.610001
2019-09-03	225.009995
2019-09-04	220.679993
2019-09-05	229.580002
2019-09-06	227.449997
2019-09-09	231.789993
2019-09-10	235.539993
2019-09-11	247.100006
2019-09-12	245.869995
2019-09-13	245.199997
2019-09-16	242.809998
2019-09-17	244.789993
2019-09-18	243.490005
2019-09-19	246.600006
2019-09-20	240.619995
2019-09-23	241.229996
2019-09-24	223.210007
2019-09-25	228.699997
2019-09-26	242.559998
2019-09-27	242.130005
2019-09-30	240.869995
2019-10-01	244.690002
2019-10-02	243.130005
2019-10-03	233.029999
2019-10-04	231.429993
2019-10-07	237.720001
2019-10-08	240.050003
2019-10-09	244.529999
2019-10-10	244.740005
2019-10-11	247.889999
2019-10-14	256.959991
2019-10-15	257.890015
2019-10-16	259.75
2019-10-17	261.970001
2019-10-18	256.950012
2019-10-21	253.5
2019-10-22	255.580002
2019-10-23	254.679993
2019-10-24	299.679993
2019-10-25	328.130005
2019-10-28	327.709991
2019-10-29	316.220001
2019-10-30	315.01001
2019-10-31	314.920013
2019-11-01	313.309998
2019-11-04	317.470001
2019-11-05	317.220001
2019-11-06	326.579987
2019-11-07	335.540009
2019-11-08	337.140015
2019-11-11	345.089996
2019-11-12	349.929993
2019-11-13	346.109985
2019-11-14	349.350006
2019-11-15	352.170013
2019-11-18	349.98999
2019-11-19	359.519989
2019-11-20	352.220001
2019-11-21	354.829987
